condition,ds_name,loss,strong_model,weak_model,gt_fraction_requested,gt_fraction_actual,gt_seed,seed,lr,accuracy,run_dir
baseline,boolq,logconf,gpt2,,0.0,0.0,,1,5e-05,0.617925971245029,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0
baseline,boolq,logconf,gpt2,gpt2,0.0,0.0,,1,5e-05,0.6072193331293974,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
baseline,boolq,logconf,gpt2-large,,0.0,0.0,,1,1e-05,0.5851942490058122,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0
baseline,boolq,logconf,gpt2-large,gpt2,0.0,0.0,,1,1e-05,0.5937595594983175,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
baseline,boolq,logconf,gpt2-large,gpt2-large,0.0,0.0,,1,1e-05,0.5962067910676048,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
baseline,boolq,logconf,gpt2-large,gpt2-medium,0.0,0.0,,1,1e-05,0.6105842765371673,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
baseline,boolq,logconf,gpt2-medium,,0.0,0.0,,1,5e-05,0.637503823799327,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0
baseline,boolq,logconf,gpt2-medium,gpt2,0.0,0.0,,1,5e-05,0.617925971245029,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
baseline,boolq,logconf,gpt2-medium,gpt2-medium,0.0,0.0,,1,5e-05,0.6292444172529825,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
baseline,boolq,logconf,gpt2-xl,,0.0,0.0,,1,1e-05,0.5968185989599266,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0
baseline,boolq,logconf,gpt2-xl,gpt2,0.0,0.0,,1,1e-05,0.5940654634444784,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
baseline,boolq,logconf,gpt2-xl,gpt2-large,0.0,0.0,,1,1e-05,0.5983481186907311,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
baseline,boolq,logconf,gpt2-xl,gpt2-medium,0.0,0.0,,1,1e-05,0.624655858060569,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
baseline,boolq,logconf,gpt2-xl,gpt2-xl,0.0,0.0,,1,1e-05,0.602018966044662,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-xl
baseline,boolq,xent,gpt2,,0.0,0.0,,1,5e-05,0.6653410828999694,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0
baseline,boolq,xent,gpt2,gpt2,0.0,0.0,,1,5e-05,0.6482104619149587,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
baseline,boolq,xent,gpt2-large,,0.0,0.0,,1,1e-05,0.6619761394921995,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0
baseline,boolq,xent,gpt2-large,gpt2,0.0,0.0,,1,1e-05,0.6558580605689813,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
baseline,boolq,xent,gpt2-large,gpt2-large,0.0,0.0,,1,1e-05,0.6298562251453044,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
baseline,boolq,xent,gpt2-large,gpt2-medium,0.0,0.0,,1,1e-05,0.6775772407464056,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
baseline,boolq,xent,gpt2-medium,,0.0,0.0,,1,5e-05,0.6968491893545427,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0
baseline,boolq,xent,gpt2-medium,gpt2,0.0,0.0,,1,5e-05,0.6500458855919241,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
baseline,boolq,xent,gpt2-medium,gpt2-medium,0.0,0.0,,1,5e-05,0.6714591618231875,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
baseline,boolq,xent,gpt2-xl,,0.0,0.0,,1,1e-05,0.7601713062098501,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0
baseline,boolq,xent,gpt2-xl,gpt2,0.0,0.0,,1,1e-05,0.6586111960844295,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
baseline,boolq,xent,gpt2-xl,gpt2-large,0.0,0.0,,1,1e-05,0.6436219027225452,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
baseline,boolq,xent,gpt2-xl,gpt2-medium,0.0,0.0,,1,1e-05,0.682777607831141,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
baseline,boolq,xent,gpt2-xl,gpt2-xl,0.0,0.0,,1,1e-05,0.744264301009483,results/data/baseline/seed1/bs=32-dn=boolq-e=2-ee=1000000-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-xl
gt_only,boolq,logconf,gpt2,gpt2,0.01,1.0,1,1,5e-05,0.6215968185989599,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.01,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.01,1.0,1,1,5e-05,0.6139492199449373,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.01,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.01,1.0,1,1,5e-05,0.6219027225451208,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.01,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.01,1.0,1,1,5e-05,0.6197613949219944,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.01,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.05,1.0,1,1,5e-05,0.6157846436219028,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.05,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.05,1.0,1,1,5e-05,0.6163964515142245,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.05,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.05,1.0,1,1,5e-05,0.6219027225451208,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.05,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.05,1.0,1,1,5e-05,0.6212909146527991,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.05,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.1,1.0,1,1,5e-05,0.5650045885591924,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.1,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.1,1.0,1,1,5e-05,0.5754053227286632,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.1,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.1,1.0,1,1,5e-05,0.6219027225451208,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.1,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.1,1.0,1,1,5e-05,0.6225145304374426,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.1,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.25,1.0,1,1,5e-05,0.5946772713368003,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.25,1.0,1,1,1e-05,0.6200672988681554,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.25,1.0,1,1,5e-05,0.6090547568063628,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.25,1.0,1,1,1e-05,0.6139492199449373,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.25,1.0,1,1,5e-05,0.6228204343836036,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.25,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.25,1.0,1,1,5e-05,0.6225145304374426,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.25,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.5,1.0,1,1,5e-05,0.6151728357295809,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.5,1.0,1,1,1e-05,0.5754053227286632,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.5,1.0,1,1,5e-05,0.6460691342918323,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.5,1.0,1,1,1e-05,0.5851942490058122,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.5,1.0,1,1,5e-05,0.6341388803915571,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.5,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.5,1.0,1,1,5e-05,0.7038849801162435,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.5,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,1.0,1.0,1,1,5e-05,0.6185377791373509,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,1.0,1.0,1,1,1e-05,0.5998776384215356,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,1.0,1.0,1,1,5e-05,0.6992964209238299,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,1.0,1.0,1,1,1e-05,0.6038543897216274,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,1.0,1.0,1,1,5e-05,0.6751300091771184,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,1.0,1.0,1,1,1e-05,0.715203426124197,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,1.0,1.0,1,1,5e-05,0.7451820128479657,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,1.0,1.0,1,1,1e-05,0.7662893851330682,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,logconf,gpt2,gpt2,0.01,0.009970301230377598,1,1,5e-05,0.6111960844294891,results/data/naive_mixing/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,logconf,gpt2-large,gpt2,0.01,0.009970301230377598,1,1,1e-05,0.598654022636892,results/data/naive_mixing/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,logconf,gpt2-large,gpt2-large,0.01,0.009970301230377598,1,1,1e-05,0.5766289385133069,results/data/naive_mixing/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
